"","system.index","NDVI","NDVI_1","NDVI_10","NDVI_11","NDVI_12","NDVI_13","NDVI_14","NDVI_15","NDVI_16","NDVI_17","NDVI_18","NDVI_19","NDVI_2","NDVI_20","NDVI_21","NDVI_22","NDVI_23","NDVI_24","NDVI_25","NDVI_26","NDVI_27","NDVI_28","NDVI_29","NDVI_3","NDVI_30","NDVI_31","NDVI_32","NDVI_4","NDVI_5","NDVI_6","NDVI_7","NDVI_8","NDVI_9",".geo","CID","class"
"125","0000000000000000007c_0",0.8494727,0.8856016,0.913649,0.875,0.88664746,0.87585163,0.8733238,0.9132093,0.9135593,0.88500506,0.9024943,0.9098787,0.8640891,0.9322417,0.91943306,0.8988327,0.9082719,0.9177243,0.87903225,0.91460496,0.90308905,0.9155405,0.92639065,0.87876475,0.91972786,0.93115467,0.94383955,0.8915525,0.86521935,0.8535956,0.7598078,0.8177526,0.84754765,NA,125,"for"
"126","0000000000000000007d_0",0.8863419,0.8626498,0.87745976,0.85268486,0.88387895,0.84868824,0.88569295,0.9285998,0.8781973,0.8870835,1.4658823,0.8951132,0.8839713,0.9223147,0.9088729,0.91612303,0.87954545,0.88687783,0.88183326,0.9102303,0.89436394,0.9041096,0.92866004,0.8638814,0.9261261,0.9314741,0.9379932,0.83930635,0.8588742,0.8170267,0.7620936,0.81932247,0.85810614,NA,126,"for"
"127","0000000000000000007e_0",0.8612335,0.85345715,0.85563546,0.83716965,0.8886706,0.86116654,0.8520098,0.9109776,0.8813766,0.8866554,0.9139139,0.89287317,0.848762,0.9025444,0.8896195,0.8892367,0.90374875,0.8990196,0.9064407,0.88225156,0.92718,0.9778957,0.9197042,0.8656958,0.9131362,0.9205922,0.92,0.8607759,0.8398376,0.8316206,0.7410256,0.8052464,0.84219,NA,127,"for"
"128","0000000000000000007f_0",0.8634752,0.8625918,0.8946115,0.85309786,0.87132645,0.829421,0.8807799,0.9171088,0.9214355,0.87869364,0.8949237,0.886388,0.8639764,0.89036316,0.8669104,0.89689034,0.88520616,0.9116193,0.8875628,0.88893425,0.89660096,0.8963175,0.91221577,0.8881394,0.9118784,0.91260785,0.92243767,0.88304824,0.86475813,0.8797688,0.7706524,0.823441,0.8566157,NA,128,"for"
"129","00000000000000000080_0",0.8894033,0.8611111,0.90066016,0.86641634,0.8967495,0.88537157,0.8666247,0.88241667,0.8824695,0.88375163,0.8847458,0.87265134,0.8563793,0.893748,0.9060169,0.8854902,0.899469,0.8900164,0.904271,0.8791179,0.8911666,0.9077922,0.9217712,0.87994146,0.9203187,0.9198596,0.9136618,0.88354564,0.86547405,0.8801262,0.7579235,0.825551,0.8588446,NA,129,"for"
"130","00000000000000000081_0",0.8718887,0.8317417,0.8870229,0.84173197,0.9142157,0.8774098,0.8743582,0.8926064,0.8766328,0.9109535,0.8807994,0.90680563,0.8517034,0.8922693,0.9043736,0.90521705,0.89073634,0.92543125,0.8999673,0.9118678,0.90561223,0.9035088,0.92261183,0.84542817,0.9218968,1.0409925,0.9316988,0.8566527,0.87969375,0.831312,0.7279639,0.7824456,0.83469784,NA,130,"for"
"131","00000000000000000082_0",0.8672758,0.86635095,0.8918429,0.86587983,0.8593103,0.8571809,0.85974306,0.902358,0.8972896,0.890642,0.87664473,0.8839744,0.85250735,0.88139284,0.88148624,0.8920522,0.85719097,0.8841102,0.89578164,0.90053385,0.90249705,0.8927922,0.9215036,0.87235105,0.9256459,0.92056584,0.9212735,0.86147463,0.8664323,0.8521226,0.7470017,0.8064278,0.85640717,NA,131,"for"
"132","00000000000000000083_0",0.8572464,0.852459,0.86226684,0.83141524,0.85791564,0.88817006,0.85679317,0.88353115,0.89202017,0.8887898,0.88742137,0.8823176,0.8383321,0.8919708,0.9011664,0.87349606,0.8786062,0.8986867,0.91298527,0.8864526,0.8999367,0.88758916,0.9298246,0.83538795,0.9399399,0.9205433,0.9295436,0.86287427,0.84453666,0.8417309,0.75246304,0.7828381,0.83927804,NA,132,"for"
"133","00000000000000000084_0",0.8736,0.88102895,0.88868374,0.8619102,0.8832408,0.8479237,0.8817373,0.89608353,0.89707315,0.90244913,0.90805167,0.9159927,0.8715433,0.8953393,0.89657915,0.88512665,0.91319245,0.89736605,0.9096961,0.89842933,0.88696927,0.8957519,0.92730844,0.872807,0.9216805,0.92028797,0.9252704,0.88265425,0.87352484,0.86412215,0.7555998,0.82935876,0.8661568,NA,133,"for"
"134","00000000000000000085_0",0.8807547,0.86657465,0.8934544,0.8705036,0.88934165,0.85203254,0.8854087,0.9056821,0.897541,0.8968326,0.89459383,0.8959397,0.8810425,0.9159159,0.9134796,0.90523463,0.87488884,0.9066396,0.9034483,0.9031029,0.91325897,0.8994446,0.92275983,0.88291854,0.9282233,0.91444343,0.9282233,0.8597836,0.8664383,0.8722122,0.7710706,0.8012858,0.875,NA,134,"for"
"135","00000000000000000086_0",0.8798683,0.8711314,0.86616397,0.85019064,0.8464789,0.83487546,0.8737408,0.8800813,0.8951161,0.86926204,0.8711434,0.8768,0.8627795,0.9070352,0.9048496,1.0241891,0.85926366,1.1174982,0.89886576,0.87507546,0.8766114,0.87842846,0.89369076,0.86591697,0.9082715,0.89912283,0.90695214,0.86444545,0.8609006,0.85894877,0.7530788,0.74717104,0.85667324,NA,135,"for"
"136","00000000000000000087_0",0.887078,0.84977007,0.8817707,0.8440318,0.8608987,0.8530921,0.8509804,0.89717484,0.8789238,0.8914894,0.87931037,0.88323915,0.84758717,0.8838058,0.893717,0.8886486,0.87898386,1.0960416,0.8910026,0.88689655,0.90740114,0.88091695,0.89809525,0.9061149,0.92392874,0.8939358,0.91339004,0.870485,0.8416197,0.83985656,0.76298505,0.80083483,0.853842,NA,136,"for"
"137","00000000000000000088_0",0.8783853,0.8756603,0.9143622,0.8417639,0.8618234,0.9037736,0.8701623,0.9182796,0.8902077,0.9023237,0.8869379,0.8997088,0.8636935,0.89504135,0.9158513,0.8955007,0.89554036,0.92066807,0.9035202,0.89460886,1.0286028,0.95211494,0.93087906,0.8515797,0.9185336,0.9292163,0.9340029,0.88065374,0.8622931,0.8496684,0.7062179,0.81921226,0.89559877,NA,137,"for"
"138","00000000000000000089_0",0.8953995,0.86796343,0.89137775,0.8710227,0.8979592,0.88375473,0.8870588,0.8921804,0.9050132,0.9027661,0.8930064,0.8972332,0.87556,0.9097017,0.8934967,0.88891745,0.8978052,0.9233976,0.91140705,0.8945122,0.90917814,0.90904284,0.93140405,0.88849825,0.9291492,0.93142855,0.9390625,0.87082297,0.8688024,0.86449444,0.76401806,0.8325635,0.86619717,NA,138,"for"
"139","0000000000000000008a_0",0.8293217,0.832396,0.94350284,0.8136231,0.8396031,0.8007968,0.86459804,0.859174,0.8753017,0.8772427,0.9176611,1.0795172,0.86713994,0.86284953,0.9037037,0.8774105,0.84188396,0.9097744,0.8880234,0.9216044,0.8823973,0.9307536,1.0158416,0.82839555,0.9208663,0.9425676,0.9839142,0.83157897,0.82503366,0.8141593,0.6996209,0.781028,0.83996505,NA,139,"for"
"140","0000000000000000008b_0",0.872741,0.86946946,0.89017856,0.870189,0.8787747,0.84966445,0.898931,0.9031569,0.8693116,0.88109076,0.8806317,0.89423513,0.8787389,0.8853855,0.8939461,0.88619083,0.8909531,0.90084434,0.908061,0.9080891,0.89459985,0.8806989,0.909991,0.8615123,0.91929436,0.92119455,0.91840315,0.87929916,0.86168385,0.87118083,0.7862087,0.8293281,0.8731343,NA,140,"for"
"141","0000000000000000008c_0",0.87137204,0.8404637,0.8651685,0.8584423,0.877551,0.85912055,0.8572825,0.8876857,0.89286864,0.9094275,0.87873566,0.90564656,0.8449081,0.88486004,0.9063018,0.8928136,0.8797048,0.89297473,0.9314612,0.8914816,0.8991679,0.8977655,0.9123898,0.866591,0.91257113,0.9132345,0.9092324,0.8506982,0.8348918,0.84771574,0.75517994,0.77445406,0.8487938,NA,141,"for"
"142","0000000000000000008d_0",0.88306576,0.86505723,0.8890815,0.8551228,0.8623624,0.85570693,0.8685086,0.8834454,0.8712142,1.1984564,1.171275,0.88956684,0.8570658,0.9007353,0.89149475,0.90028656,0.8872887,0.8997389,0.8922049,0.89542145,0.93833625,0.89864135,0.9168552,0.84619224,0.9155194,0.9192825,0.9151587,0.83870137,0.8487859,0.84538054,0.7443092,0.7991266,0.85882354,NA,142,"for"
"143","0000000000000000008e_0",0.85024786,0.85895836,0.85870224,0.8490475,0.8631553,0.837523,0.8779229,0.8972912,0.86900026,0.8700466,0.88655835,0.8821871,0.85076845,1.042588,0.887663,0.8957198,0.8916545,0.8899814,0.8924396,0.890625,0.87967986,0.91606134,0.9074752,0.8543287,0.8968167,0.9024902,0.90664274,0.85250735,0.8645038,0.83391815,0.7428635,0.80834275,0.85528064,NA,143,"for"
"144","0000000000000000008f_0",0.8460931,0.83105177,0.8599903,0.80824375,0.85509837,0.8235294,0.82822424,0.85202867,0.9149914,0.8707581,0.86584896,0.8475648,0.8303927,0.85557026,0.86351705,0.85765123,0.85833335,0.88134515,0.88365895,0.8818182,0.88372093,0.9033728,0.9044527,0.8113996,0.8958838,0.89654034,0.908377,0.82242155,0.81301904,0.8188034,0.7168616,0.7770472,0.82163936,NA,144,"for"
"145","00000000000000000090_0",0.8321678,0.87176603,0.86224234,0.8366446,0.8622034,0.82608694,0.85595775,0.8915962,0.9228876,0.887703,0.89878047,0.8814636,0.8690595,0.9009601,0.9178931,0.861244,0.87065685,0.8963788,0.89984053,0.8674772,0.87434554,0.891611,0.90316707,0.8411097,0.9039039,0.9064013,0.9188192,0.8704422,0.83304346,0.8065816,0.7124836,0.75707036,0.824359,NA,145,"for"
"146","00000000000000000091_0",0.8600435,0.8604651,0.8669145,0.86581707,0.8800322,0.8684039,0.8811352,0.91562146,0.88090944,0.8920254,0.8786863,0.8973439,0.8640227,0.872549,0.89326465,0.9120459,0.9229534,0.8997564,0.89889824,0.87818694,0.8721137,0.88158673,0.91137964,0.8453922,0.90479577,0.91190255,0.91090345,0.86781824,0.82543826,0.82046545,0.6935123,0.7872799,0.84086925,NA,146,"for"
"147","00000000000000000092_0",0.86805767,0.8782288,0.90319717,0.8723857,0.8679907,0.85914457,0.8750844,0.8976781,0.8735014,0.8843216,0.88990206,0.885923,0.86992276,0.9081242,0.90382165,0.89903843,0.8538127,0.91553134,0.9044049,0.8995528,0.89061874,0.9045402,0.92636424,0.8661383,0.9264426,0.92645556,0.9319393,0.8704329,0.8716012,0.8690817,0.7397488,0.8262463,0.841623,NA,147,"for"
"148","00000000000000000093_0",0.8807459,0.8870326,0.895391,0.86008745,0.876468,0.8431138,0.8612303,0.89034206,0.8832292,0.8858425,0.8983294,0.890944,0.88235295,0.8877113,0.9009329,0.88830155,0.8890274,0.8898608,0.9016829,0.8984375,0.8856079,0.9039735,0.9162279,0.8720594,0.90960175,0.9158338,0.9116369,0.8705515,0.8536998,0.84862274,0.77144194,0.81982756,0.85052586,NA,148,"for"
"149","00000000000000000094_0",0.848595,0.86200285,0.8775168,0.87627727,0.8875799,0.8508604,0.89803743,0.89403975,0.9010909,0.9060284,0.8991647,0.89892954,0.8620364,0.9326963,0.88217133,0.9211016,1.1601629,0.9005496,0.92482466,0.88371384,0.896626,0.91217715,0.90346175,0.86012626,0.90964985,0.9084552,0.9160893,0.86559,0.8790416,0.8575318,0.7576981,0.8037647,0.8556591,NA,149,"for"
"150","00000000000000000095_0",0.86277604,0.8494369,0.8957055,0.84607047,0.87191397,0.8097304,0.8727016,0.8704588,0.87165177,0.901599,0.879267,0.9006211,0.8577406,0.86857444,0.87328154,0.89612675,0.85024154,0.8861567,0.8806897,0.90820736,0.87575924,0.9105474,0.9076499,0.84827226,0.88548267,0.89111745,0.88853705,0.86110246,0.83755326,0.8155922,0.76055586,0.7511724,0.84706545,NA,150,"for"
"151","00000000000000000096_0",0.8834783,0.8623737,0.8696498,0.85207546,0.8763676,0.8372591,0.8826291,0.90009135,0.88028777,0.8910741,0.91723615,0.8823914,0.8769158,0.87323946,0.9021448,0.8918919,0.85671103,0.9844237,0.9028147,0.8950159,0.89047766,0.89461076,0.9034425,0.87033683,0.92162555,0.9065011,0.92002624,0.87123287,0.875698,0.84550744,0.74463576,0.8035464,0.854673,NA,151,"for"
"152","00000000000000000097_0",0.87113404,0.8660916,0.88929003,0.8691952,0.88526434,0.84803134,0.86941737,0.90743726,0.9097222,0.9023447,0.9000226,0.90880275,0.87198555,0.8942799,0.90697676,0.91413665,0.8888614,0.9011142,0.8907835,0.90489984,0.8837001,0.888832,0.9154458,0.8696329,0.9188922,0.91896147,0.91675854,0.8730296,0.8744968,0.8611399,0.779602,0.82107425,0.86340725,NA,152,"for"
"153","00000000000000000098_0",0.86140406,0.846519,0.8646754,0.85191256,0.87288815,0.8133813,0.8741816,0.86964285,0.885101,0.87297225,0.8962316,0.88268155,0.8399793,0.884318,0.894452,0.8880173,0.8646248,0.8867521,0.9002611,0.89304227,0.8730554,0.8824852,0.89148384,0.846483,0.89432096,0.896771,0.8885246,0.8617257,0.854172,0.82668895,0.7364387,0.7867328,0.82869154,NA,153,"for"
"154","00000000000000000099_0",0.744,0.8354002,0.7353745,0.85020804,0.82075906,0.75545406,0.8302789,0.9018088,0.8976608,0.88241696,0.8874142,0.88788426,0.8264694,0.87695515,0.94358975,0.90241635,0.8509514,0.87713313,0.8816964,0.98275864,0.86898017,1.0120482,1.2377049,0.8306969,0.9259259,0.9012576,1.3125,0.8460067,0.83072466,0.82018715,0.73194444,0.54707986,0.8207436,NA,154,"for"
"155","0000000000000000009a_0",0.8169605,0.8578279,0.84153354,0.8611111,0.8608234,0.83170253,0.8236559,0.8834646,0.8962457,0.8817628,0.8686784,0.88635653,0.8668122,0.9275731,0.87909836,0.8857143,0.8388851,0.87017757,0.88123983,0.881153,0.86903137,0.86867,0.9015793,0.8436672,0.89551526,0.8992915,0.905549,0.8437917,0.877574,0.83850384,0.77500623,0.7248555,0.84204346,NA,155,"for"
"156","0000000000000000009c_0",0.8661597,0.89053655,0.8852914,0.8694067,0.86869496,0.8562814,0.8702095,0.8962536,0.891547,0.8489556,0.8876228,0.88895744,0.8598316,0.89607936,0.8969984,0.88879716,0.84439176,0.91402715,0.8895193,0.8849263,0.9213851,0.88920337,0.8873574,0.89634144,0.894797,0.8966472,0.89067227,0.8731861,0.8693069,0.8427722,0.8027371,0.7313186,0.83591413,NA,156,"for"
"157","0000000000000000009d_0",0.8339695,0.86408365,0.8486981,0.88235295,0.85342336,0.8259325,0.87369984,0.89219713,0.8993135,0.8636665,0.878886,0.8847631,0.86998254,0.89607936,0.8757975,0.8953222,0.8777731,0.8929674,0.8833763,0.8791946,0.86784947,0.88399476,0.88901937,0.8613139,0.8951283,0.89285713,0.9006211,0.8805863,0.86362064,0.85027224,0.7717865,0.6384291,0.8320388,NA,157,"for"
"158","0000000000000000009e_0",0.7233202,0.80941826,0.82147163,0.80985224,0.85915494,0.8448276,0.8163569,0.8794149,0.90705484,0.94375,0.8956044,0.83354676,0.8282582,0.9878049,0.8666667,0.90807176,0.78371954,0.853125,0.86221296,0.85287356,0.87173617,1.05,1.0790961,0.82477874,0.9303882,0.91267604,0.8982188,0.8494624,0.84090024,0.82103825,0.5978742,0.6862745,0.8095238,NA,158,"for"
"159","0000000000000000009f_0",0.8040952,0.86648864,0.753878,0.81529784,0.8719512,0.8184049,0.81888247,0.88859415,0.8780488,0.8719567,0.88551605,0.90398365,0.8673863,0.8858896,0.8965035,0.8794788,0.8072147,0.8403634,0.8815789,0.87345135,0.85335296,0.9079838,0.91472244,0.826905,0.88421696,0.8972332,0.89811105,0.86197686,0.83592016,0.8334694,0.6538247,0.76077825,0.7857407,NA,159,"for"
"160","000000000000000000a0_0",0.83658534,0.887341,0.82,0.8385208,0.8477306,0.8833536,0.84077895,0.878341,0.897541,0.86762935,0.8827326,0.87047756,0.8616898,0.87326735,0.8993265,0.8875528,0.83834404,0.8742566,0.8783565,0.8674651,0.8806166,0.88334155,0.93429697,0.8564391,0.88744587,0.8962536,0.8937812,0.8337662,0.8334281,0.8222578,0.64348745,0.7221022,0.82072616,NA,160,"for"
"161","000000000000000000a1_0",0.86915886,0.8564928,0.7579618,0.8652576,0.8641248,0.82572615,0.8748591,0.9059406,0.9411765,0.90636045,0.87747747,0.90007806,0.8689273,0.9053052,0.90859234,0.9010116,0.87506294,0.8856589,0.86080843,0.8783658,0.9033079,0.88757026,0.914801,0.8503311,0.9093231,0.9086196,0.9119171,0.8566978,0.8522838,0.8132173,0.61839324,0.53045684,0.8353576,NA,161,"for"
"162","000000000000000000a2_0",0.8630031,0.80887973,0.8557626,0.8742229,0.88718456,0.86682594,0.8590099,0.90733594,0.88691795,0.8893702,0.88754374,0.9038912,0.8399146,0.9169139,0.89997536,0.89436823,0.85910445,0.8752176,0.8791374,0.89036316,0.89706266,0.8807588,0.90830815,0.88515764,0.9007982,0.9118157,0.89930713,0.86721265,0.885963,0.8732315,0.7912827,0.76660156,0.8653015,NA,162,"for"
"163","000000000000000000a3_0",0.8014184,0.82039165,0.73297,0.84577113,0.8113208,0.6984006,0.870283,0.8595147,0.83431953,0.852194,0.85751295,0.836129,0.8429878,0.99215686,0.8952282,0.92250925,0.78817415,0.88309455,0.8523908,1.5303644,0.85548526,0.8746327,0.8869732,0.82328767,0.8877049,0.8817876,0.8755891,0.833795,0.83512545,0.7243461,0.69859517,0.6346414,0.76527333,NA,163,"for"
"164","000000000000000000a4_0",0.8468628,0.86304826,0.912628,0.8508212,0.8421616,0.8499878,0.871216,0.88536155,0.9045226,0.89465195,0.88770056,0.88735086,0.8619413,0.8711898,0.8764951,0.89277524,0.8593947,0.8791444,0.90232795,0.8871308,0.8993247,0.90140843,0.9119416,0.8611936,0.9160661,0.92120814,0.91925293,0.85722256,0.8496381,0.85806453,0.7912923,0.7684805,0.8652962,NA,164,"for"
"165","000000000000000000a5_0",0.8521223,0.8583541,0.88554513,0.8628329,0.87892723,0.8391805,0.85589826,0.8860429,0.8882834,0.8963317,0.8940926,0.9139271,0.85700667,0.9044972,0.8817382,0.89684373,0.88895416,0.8894368,0.89648384,0.9012417,0.9027616,0.8931182,0.898146,0.85689354,0.89670575,0.8919187,0.89735097,0.8949505,0.8515152,0.86962754,0.76501036,0.80260706,0.84460646,NA,165,"for"
"166","000000000000000000a6_0",0.82862705,0.8293948,0.84615386,0.8168616,0.8952465,0.81702125,0.856705,1.1089258,0.922539,0.93298674,0.8812525,0.8798824,0.8390579,0.8641259,0.8854325,0.90533495,0.86829084,1.2090824,0.8934292,0.8964578,0.9181863,0.90193653,0.9054422,0.85106385,0.92696446,0.912963,0.9327674,0.84638554,0.84340745,0.8618448,0.7288703,0.7457683,0.8397874,NA,166,"for"
"167","000000000000000000a7_0",0.82879686,0.85627705,0.91347903,0.8475967,0.86028606,0.83261275,0.86901915,1.0705974,0.8833063,0.88474756,0.88700235,0.8950404,0.8606514,0.8892562,0.90009797,0.89038265,0.8687459,0.8983761,0.89033943,0.89985526,0.9180775,0.8931101,0.9252958,0.85604554,0.9343805,0.920082,0.92128086,0.8569368,0.8453495,0.8433772,0.77136755,0.81112,0.85123074,NA,167,"for"
"168","000000000000000000a8_0",0.8559401,0.8643052,0.85275245,0.8607208,0.869201,0.83870965,0.8780284,0.89983755,0.869983,0.8806574,0.8854226,0.89500713,0.8876405,0.8709512,0.88273615,0.8730337,0.88518393,0.8848,0.89708906,0.880597,0.8924435,0.8874533,0.91042346,0.8619141,0.89955425,0.9425918,0.92101187,0.8566589,0.8475639,0.83110076,0.81306016,0.806872,0.86637217,NA,168,"for"
"169","000000000000000000a9_0",0.8657407,0.86981404,0.8522542,0.84004384,0.85024863,0.81812036,0.8515603,0.87887245,0.8648019,0.92021275,0.90289533,0.89363337,0.8620507,0.9059406,0.99627906,0.87205386,0.8770492,0.91148174,0.9041584,0.8842426,0.8996176,0.92014855,0.92544335,0.8417112,0.915144,0.91384953,0.9191223,0.8662244,0.85329187,0.828841,0.7923096,0.79674166,0.86521876,NA,169,"for"
"170","000000000000000000aa_0",0.868899,0.8723214,0.8772177,0.85209656,0.8865837,0.8465856,0.86225307,1.0187981,0.88496935,0.8853712,0.8929839,0.8909894,0.8745545,0.88148147,0.90316457,0.886341,0.87110484,0.911617,0.9128079,0.9144071,0.8822092,0.90115136,0.9215208,0.84604454,0.9051262,0.90090793,0.9196807,0.8750294,0.86256135,0.8656051,0.7990726,0.8183394,0.86607987,NA,170,"for"
"171","000000000000000000ab_0",0.86341774,0.8816775,0.897199,0.87000287,0.8861732,0.8717375,0.8845323,1.0365051,0.91964287,0.9004577,0.8958864,0.90764874,0.8796875,0.9174867,0.89620376,0.8835791,0.89367276,0.8902732,0.9239374,0.89636505,0.910556,0.92069846,0.9256177,0.8563366,0.9133574,0.91755235,0.93719333,0.8853538,0.8694238,0.8530945,0.8224448,0.82716954,0.8609994,NA,171,"for"
"172","000000000000000000ac_0",0.872886,0.86911595,0.88132167,0.85214925,0.8758046,0.86844105,0.8745136,1.002229,0.88727856,0.92363435,0.9021858,0.8926502,0.85973907,0.9006122,0.8732877,0.89677066,0.88781965,0.9005609,0.8952564,0.8992427,0.8993289,0.8950682,0.91101915,0.8892308,0.91221946,0.8931204,0.9118901,0.87966806,0.8489814,0.861141,0.8192747,0.84867305,0.8654797,NA,172,"for"
"173","000000000000000000ad_0",0.90789086,0.8857696,0.922754,0.89968324,0.90909094,0.86844105,0.89399886,0.92966443,0.914787,0.9267636,0.92527246,0.90909094,0.8796808,0.9082676,0.90967745,0.9304211,0.89626426,0.9087171,0.9130435,0.90164953,0.91598696,0.92272246,1.0507519,0.9005525,0.9209291,0.9288663,0.9255884,0.9173239,0.8762396,0.8580112,0.8210547,0.8665126,0.8781334,NA,173,"for"
"174","000000000000000000ae_0",0.8853904,0.8972683,0.8787158,0.8747659,0.91000557,0.8785965,0.88763374,0.9309487,0.9076262,0.9191649,0.9293263,0.90541756,0.8815331,0.91398555,0.9060638,0.93456614,0.9129809,0.8982476,0.9003713,0.9135727,0.90589136,0.91083246,0.92980564,0.8892617,0.9228369,0.9463337,0.9281404,0.8921933,0.8748239,0.8832237,0.7775134,0.8872005,0.87217253,NA,174,"for"
"175","000000000000000000af_0",0.8744274,0.8633316,0.8734287,0.8586071,0.8861613,0.8581049,0.8634415,0.9203512,0.8940865,0.90009665,0.9202454,0.8968332,0.8651685,0.9047619,0.89757025,0.8848802,0.88592017,0.8866417,0.8862231,0.8986151,0.89485276,0.90708536,0.91043955,0.8694678,0.91270065,0.8950246,0.91331446,0.89169055,0.8688908,0.8837846,0.7969925,0.8462418,0.8554348,NA,175,"for"
"176","000000000000000000b0_0",0.8325533,0.8402226,0.82821494,0.8724955,0.8597701,0.82258064,0.8757207,0.9079003,0.8945074,0.89053136,0.8922317,0.9151367,0.84144145,0.88752556,0.90308684,0.885389,0.8807947,0.8840285,0.9012433,0.86808926,0.8636052,0.8935678,0.9087108,0.8887931,0.9042604,0.90458715,0.9221128,0.8444625,0.8480421,0.8721351,0.78730476,0.81853133,0.8249279,NA,176,"for"
"177","000000000000000000b1_0",0.8444696,0.8596491,0.871266,0.8688038,0.8988417,0.86892176,0.89551735,0.90729034,0.91195476,0.9124356,0.9184268,0.9117647,0.851497,0.9067826,0.9122951,0.890101,0.89688426,0.89044845,0.90821475,0.9059249,0.9157895,0.92515725,0.93807715,0.8770034,0.91930836,0.9230035,0.92186517,0.8724115,0.8646773,0.86958027,0.8566434,0.8514725,0.8920755,NA,177,"for"
"178","000000000000000000b2_0",0.81759655,0.82053494,0.8557912,0.82522464,0.8441952,0.84458673,0.85226876,0.8559944,0.8574939,0.8751381,0.88433164,0.86760396,0.8192555,0.8875419,0.87576914,0.87234044,0.9005392,0.866712,0.9002007,0.89423364,0.89882565,0.9030745,0.90136814,0.84235454,0.9010582,0.90897596,0.90793896,0.84057534,0.8071408,0.8326338,0.7441454,0.80480826,0.8198038,NA,178,"for"
"179","000000000000000000b3_0",0.8722531,0.86674815,0.8793774,0.8561873,0.8812057,0.83761513,0.88304096,1.0821453,0.8914543,0.91617936,0.9028309,0.9027501,0.8477189,0.89927626,0.90343225,0.8910082,0.8922428,0.89818925,0.8996811,0.886137,0.89849377,0.91922086,0.9239936,0.88475055,0.9231496,0.919975,0.924367,0.86797065,0.8589188,0.87951124,0.8737296,0.8355872,0.8592765,NA,179,"for"
"180","000000000000000000b4_0",0.8644955,0.842963,0.8774605,0.8940849,0.88473415,0.89109224,0.85733885,0.8956411,0.8985737,0.8880462,0.8966338,0.8956428,0.84160507,0.902239,0.8985782,1.0266751,0.91185516,0.9019145,0.91065294,0.8926342,0.89632547,0.9120385,0.9141631,0.84833854,0.92462313,0.9190235,0.91636956,0.86588013,0.88156694,0.867165,0.7989842,0.8419971,0.85820234,NA,180,"for"
"181","000000000000000000b5_0",0.8744274,0.7274816,0.89943117,0.87925696,0.8901602,0.8761883,0.89632475,0.9110712,0.9223007,0.906701,0.91496944,0.91688067,0.8765886,0.91065943,0.90777403,0.93856835,0.9129927,0.9112014,0.9234199,0.92394125,0.9272316,0.9274284,0.9307102,0.8951487,0.9249871,0.9343133,0.93481755,0.9084308,0.8733289,0.8987121,0.8070922,0.85126513,0.8857143,NA,181,"for"
"182","000000000000000000b6_0",0.8607437,0.8707002,0.8817286,0.88725746,0.8687756,0.8616227,0.88895416,1.0358175,0.8984281,0.8809598,0.89820534,0.91119003,0.8619143,0.9083527,0.9070578,0.9002453,0.87776184,0.90264493,0.8921739,0.89976823,0.88228154,0.9089958,0.90904284,0.8723987,0.90672696,0.9096076,0.90678203,0.89009327,0.8626794,0.87774545,0.8047227,0.850181,0.8622832,NA,182,"for"
"183","000000000000000000b7_0",0.7187384,0.8790009,0.8895552,0.88680834,0.8871675,0.8909002,0.89520377,1.0463183,0.8931026,0.8971292,0.92235106,0.9126365,0.8767792,0.90242815,0.91353995,0.9101458,0.8976834,0.8992882,0.9101124,0.8807496,0.89287627,0.904093,0.9115433,0.8966282,0.9071751,0.9158004,0.9037267,0.8983193,0.8637211,0.8952832,0.8243437,0.85927284,0.864486,NA,183,"for"
"184","000000000000000000b8_0",0.85293096,0.8615474,0.8682945,0.93725705,0.9129151,0.8774105,0.89856523,1.0404886,0.88429016,0.8976516,0.9056196,0.93255335,0.88178694,0.8944989,0.892303,0.9051273,0.9016227,0.89455974,0.92402595,0.92404205,0.8917999,0.9052871,0.91739744,0.8694969,0.91537374,0.91762155,0.93326455,0.87249666,0.8778626,0.86876464,0.80502576,0.86441845,0.86310095,NA,184,"for"
"185","000000000000000000b9_0",0.8471396,0.8694628,0.8730695,0.92835164,0.87438905,0.8654956,0.8660419,0.91008174,0.89557207,0.8929385,0.8951291,0.8895769,0.8642202,0.88931787,0.89083177,0.8856448,0.88354653,0.88076836,0.9050445,0.87942916,0.8858723,0.8944384,0.906791,0.85572255,0.91024166,0.90465117,0.9116189,0.8742985,0.86596763,0.8674593,0.8227967,0.843701,0.84615386,NA,185,"for"
"186","000000000000000000ba_0",0.86564887,0.8844665,0.8333333,0.8753316,0.86930215,0.8610369,0.8955322,0.93541664,0.91650707,0.92098397,0.93002737,0.92037916,0.8962444,0.92070794,0.90069634,0.9106317,0.9233717,0.9135308,0.91384614,0.92021483,0.91619664,0.9291283,0.93227625,0.872746,0.9206478,0.92261505,0.9154482,0.9114187,0.8780641,0.8999333,0.82873636,0.8634622,0.8806728,NA,186,"for"
